개방자치단체코드,관리번호,인허가일자,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,좌표정보(X),좌표정보(Y)
3110000,3110000-102-2001-08170,20011108,,,,,02  305 8445,47.21,122924,서울특별시 은평구 응암동 599-36번지 지1층 ,"서울특별시 은평구 응암로11길 6 (응암동, 지1층)",3485,씨스타 비키니 노래바,룸살롱,192527.8137,454024.4741
3110000,3110000-102-2001-08171,20011127,,,,,02  356 2322,65.58,122959,서울특별시 은평구 갈현동 456-24 2층 ,"서울특별시 은평구 연서로27길 8-6, 2층 (갈현동)",3331,즐거운노래바,룸살롱,192775.4412,457293.4117
3110000,3110000-102-2002-00002,20020218,,,,,02 3560833,129.73,122858,서울특별시 은평구 불광동 281-100 (지하1층) ,"서울특별시 은평구 통일로 724 (불광동,(지하1층))",3368,미래노래바,룸살롱,193784.757,456445.0745
3110000,3110000-102-2002-00003,20020918,,,,,,78.02,122906,서울특별시 은평구 응암동 91-1번지 (지하1층) ,"서울특별시 은평구 은평로 99 (응암동,(지하1층))",3461,다원,룸살롱,192754.0638,455293.0953
3110000,3110000-102-2003-00002,20030509,,,,,02 353 3303,75.9,122809,서울특별시 은평구 갈현동 396-8번지 3층 ,"서울특별시 은평구 통일로 855-16 (갈현동, 3층)",3330,레드＆핫,룸살롱,192892.0446,457465.325
3110000,3110000-102-2005-00001,20050830,,,,,02 3038775,114.17,122924,서울특별시 은평구 응암동 590-1번지 (지하1층) ,"서울특별시 은평구 가좌로 231 (응암동,(지하1층))",3484,에이스,스텐드바,192565.0421,454222.0841
3110000,3110000-102-2006-00001,20061226,,,,,,98.64,122959,서울특별시 은평구 갈현동 456-24번지 (지하1층) ,"서울특별시 은평구 연서로27길 8-6 (갈현동,(지하1층))",3331,덤노래팡,룸살롱,192775.4412,457293.4117
3110000,3110000-102-2007-00002,20070209,,,,,02 3864231,75.06,122837,서울특별시 은평구 대조동 14-14번지 (지하1층) ,"서울특별시 은평구 통일로 721 (대조동,(지하1층))",3397,미미노래팡,룸살롱,193744.581,456409.2244
3110000,3110000-102-2007-00003,20071120,,,,,02 3878522,94.62,122837,서울특별시 은평구 대조동 12-12번지 (지상2층) ,"서울특별시 은평구 불광로 27 (대조동,(지상2층))",3396,천사노래밤,룸살롱,193644.3877,456494.7576
3110000,3110000-102-2007-00004,20071203,,,,,02 3062841,88.16,122923,서울특별시 은평구 응암동 577-45 (지하1층) ,"서울특별시 은평구 응암로 207 (응암동,(지하1층))",3457,대박노래빠,룸살롱,192608.3669,454252.8134
3110000,3110000-102-2011-00001,20110602,,,,,7087942001,78.41,122837,서울특별시 은평구 대조동 15-38 ,서울특별시 은평구 통일로65길 12-8 (대조동),3397,스캔들,룸살롱,193723.1564,456369.5301
3110000,3110000-102-2011-00003,20111226,,,,,,88.4,122924,서울특별시 은평구 응암동 590-3번지 ,"서울특별시 은평구 가좌로 227, 지하1층 (응암동)",3484,루실노래팡,룸살롱,192592.5508,454204.3821
3110000,3110000-102-2012-00001,20120110,,,,,,98.65,122924,서울특별시 은평구 응암동 590-6 ,"서울특별시 은평구 응암로13길 2, 지하1층 (응암동)",3484,보물섬,기타,192578.1628,454189.7053
3110000,3110000-102-2012-00002,20120306,,,,,,93,122924,서울특별시 은평구 응암동 590-4번지 ,서울특별시 은평구 응암로 201 (응암동),3484,올래,기타,192590.8874,454194.694
3110000,3110000-102-2015-00002,20150708,,,,,,86.35,122924,서울특별시 은평구 응암동 600-3번지 1층 ,"서울특별시 은평구 응암로13길 11-3, 1층 (응암동)",3485,아라리요,기타,192533.9019,454107.5061
3110000,3110000-102-2015-00003,20151216,,,,,,94.79,122924,서울특별시 은평구 응암동 599-6번지 지하 1층 ,"서울특별시 은평구 응암로 189, 지하 1층 (응암동)",3485,바이킹 노래바,룸살롱,192569.7551,454075.055
3110000,3110000-102-2016-00001,20160311,,,,,,97.85,122923,서울특별시 은평구 응암동 577-43 지층 ,"서울특별시 은평구 응암로 209 (응암동, 지층)",3457,여자친구,룸살롱,192610.0053,454275.2622
3110000,3110000-102-2016-00002,20160428,,,,,02 3847779,58.72,122842,서울특별시 은평구 대조동 185-50번지 외3필지(1층) ,"서울특별시 은평구 연서로28길 3 (대조동, 외3필지(1층))",3385,향기노래밤,룸살롱,192930.263,457339.3813
3110000,3110000-102-2017-00002,20170630,,,,,,166.74,122837,서울특별시 은평구 대조동 14-1 지층 ,"서울특별시 은평구 통일로 731 (대조동, 지층)",3397,쿨,룸살롱,193687.8356,456469.6585
3110000,3110000-102-2017-00003,20171228,,,,,,82.6,122808,서울특별시 은평구 갈현동 395-9번지 ,서울특별시 은평구 통일로 863-14 (갈현동),3330,이사벨라,룸살롱,192828.0538,457530.7576
3110000,3110000-102-2018-00001,20180119,,,,,02   3535115,111.34,122809,서울특별시 은평구 갈현동 396-8번지 ,서울특별시 은평구 통일로 855-16 (갈현동),3330,왕의여자,룸살롱,192892.0446,457465.325
3110000,3110000-102-2018-00002,20180201,,,,,,70.78,122808,서울특별시 은평구 갈현동 395-15번지 지하1층 ,"서울특별시 은평구 통일로 863-20, 지하1층 (갈현동)",3330,썸노래밤,룸살롱,192821.2134,457558.008
3110000,3110000-102-2018-00004,20180213,,,,,,94.09,122837,서울특별시 은평구 대조동 14-25번지 ,"서울특별시 은평구 불광로 16-3, 2층 (대조동)",3397,파티노래바,룸살롱,193616.714,456366.2736
3120000,3120000-102-2002-00003,20020716,,,,,02  395 5641,77.78,120859,서울특별시 서대문구 홍제동 330-60번지 (지하1층) ,"서울특별시 서대문구 통일로 457 (홍제동,(지하1층))",3636,궁,기타,194917.3489,454104.0889
3120000,3120000-102-1972-02717,19720229,,,,,02  338 2171,87.15,120836,서울특별시 서대문구 창천동 503-13 (지하1층) ,"서울특별시 서대문구 신촌로 17 (창천동,(지하1층))",3785,동경,스텐드바,193658.3925,450660.6961
3120000,3120000-102-1972-08147,19720628,,,,,02  313 9222,68.54,120833,서울특별시 서대문구 창천동 29-70번지 ,서울특별시 서대문구 연세로2가길 6 (창천동),3779,노빈,룸살롱,194417.4694,450445.4148
3120000,3120000-102-2003-00001,2003-01-29,,,,,3124202,131.53,120-833,서울특별시 서대문구 창천동 18-30,서울특별시 서대문구 연세로 10 (창천동),3779,샴푸노래클럽,룸살롱,194371.9625,450456.5029
3120000,3120000-102-1973-02718,19731019,,,,,02  31442023,91.85,120830,서울특별시 서대문구 연희동 353-94 지하1층 ,"서울특별시 서대문구 연희로 36, 지하1층 (연희동)",3781,팡팡노래팡,스텐드바,193524.8401,451063.5727
3120000,3120000-102-1974-09877,19740206,,,,,02 3036663,91.95,120802,서울특별시 서대문구 남가좌동 102-6번지 지하1층 ,"서울특별시 서대문구 수색로2길 18, 지하1층 (남가좌동)",3712,고국산천,스텐드바,192530.8959,451930.6887
3120000,3120000-102-1975-08142,19750823,,,,,02  393 0038,149.6,120833,서울특별시 서대문구 창천동 29-45 29-109 ,"서울특별시 서대문구 연세로2가길 16 (창천동,29-109)",3779,예원,룸살롱,194423.8198,450494.9127
3120000,3120000-102-1977-04244,19771116,,,,,02  393 9040,327.52,120833,서울특별시 서대문구 창천동 29-30 용성빌딩 ,"서울특별시 서대문구 연세로4길 12, 용성빌딩 지하1,2층 (창천동)",3779,어셈블,룸살롱,194441.0658,450526.8653
3120000,3120000-102-1988-02801,19881018,,,,,205496246,477.15,120833,서울특별시 서대문구 창천동 20-108번지 ,서울특별시 서대문구 연세로2길 66 (창천동),3780,보보스,룸살롱,194669.6455,450494.8233
3120000,3120000-102-1989-08128,19890106,,,,,02 3565656,839.09,120845,서울특별시 서대문구 홍은동 201-1번지 ,서울특별시 서대문구 연희로 353 (홍은동),3650,바발루,관광호텔나이트(디스코),194211.9972,454098.9703
3120000,3120000-102-1979-02731,19790616,,,,,02 3921944,233.85,120833,서울특별시 서대문구 창천동 29-30번지 용성빌딩 3층 전체 외 1필지(29-111) ,"서울특별시 서대문구 연세로4길 12, 용성빌딩 3층 (창천동)",3779,코비노래타운,룸살롱,194441.0658,450526.8653
3120000,3120000-102-1982-08137,19820226,,,,,02 3926661,80.91,120833,"서울특별시 서대문구 창천동 18-84 외 1필지, 2층 ","서울특별시 서대문구 연세로2길 7, 2층 (창천동)",3779,샤인궁,비어(바)살롱,194385.617,450421.016
3120000,3120000-102-1983-04447,19830620,,,,,02  313 0176,94.55,120070,서울특별시 서대문구 영천동 320 ,"서울특별시 서대문구 통일로 191, 지층 (영천동)",3734,일번지,스텐드바,196547.0561,452018.4989
3120000,3120000-102-1984-08150,19840921,,,,,02  313 4446,332.11,120833,서울특별시 서대문구 창천동 18-72 지하1층 ,"서울특별시 서대문구 연세로4길 7, 지하1층 (창천동)",3777,준코뮤직타운 연세대점,카바레,194400.0754,450538.9938
3120000,3120000-102-1986-09728,19861223,,,,,02 3125020,539.9,120809,서울특별시 서대문구 대현동 101-17번지 지하1층 나호,"서울특별시 서대문구 신촌로 155, 지하1층 나호 (대현동)",3766,라운딩,카바레,194929.7508,450514.6909
3120000,3120000-102-1999-09426,19991022,,,,,02  384 6979,189.5,120833,서울특별시 서대문구 창천동 29-111 2층 ,"서울특별시 서대문구 연세로4길 12, 2층 (창천동)",3779,터치 노래타운,룸살롱,194425.6169,450526.7952
3120000,3120000-102-2000-03533,20000529,,,,,02  308 3385,243.63,120805,서울특별시 서대문구 남가좌동 293-85 ,서울특별시 서대문구 수색로 32 (남가좌동),3712,팡팡,비어(바)살롱,192430.7478,451913.1105
3120000,3120000-102-2000-10158,20000721,,,,,02 3734874,151.84,120805,서울특별시 서대문구 남가좌동 291-30번지 지하1층 ,"서울특별시 서대문구 수색로 28-5, 지하1층 (남가좌동)",3712,쌍쌍메들리,간이주점,192493.201,451918.813
3120000,3120000-102-2000-10410,20001227,,,,,02  373 2220,64.48,120805,서울특별시 서대문구 남가좌동 291-60번지 ,서울특별시 서대문구 수색로2길 3 (남가좌동),3712,보물섬,비어(바)살롱,192510.4501,451861.7865
3120000,3120000-102-2001-10472,20010224,,,,,02  372 4836,99.64,120805,서울특별시 서대문구 남가좌동 291-26번지 ,서울특별시 서대문구 수색로 28 (남가좌동),3712,술 파티파티노래방,비어(바)살롱,192473.6213,451891.2097
3120000,3120000-102-2001-10473,20011004,,,,,02 3365671,84.83,120834,서울특별시 서대문구 창천동 30-46번지 ,"서울특별시 서대문구 연세로 3, 지층 (창천동)",3789,샤방샤방,룸살롱,194336.9977,450421.4716
3120000,3120000-102-2011-00001,20110511,,,,,02  354 6979,233.85,120833,서울특별시 서대문구 창천동 29-30번지 용성빌딩 4층 전체 외 1필지(29-111) ,"서울특별시 서대문구 연세로4길 12, 용성빌딩 4층 (창천동)",3779,코비타운,기타,194441.0658,450526.8653
3120000,3120000-102-2013-00001,20130917,,,,,,89,120802,서울특별시 서대문구 남가좌동 102-24 ,"서울특별시 서대문구 수색로 20, 3층 (남가좌동)",3712,양지노래주점,룸살롱,192542.3469,451838.1583
3120000,3120000-102-2008-00001,20080801,,,,,02  322 0044,118.58,120834,서울특별시 서대문구 창천동 30-11번지 나동 (지하1층) ,"서울특별시 서대문구 신촌로 87-4 (창천동,나동 (지하1층))",3789,모카,스텐드바,194300.0376,450388.3294
3120000,3120000-102-1991-08304,19911213,,,,,02  393 2121,52.45,120833,서울특별시 서대문구 창천동 18-13,서울특별시 서대문구 연세로4길 6-3 (창천동),3779,더 화이트,비어(바)살롱,194389.781,450507.1781
3130000,3130000-102-2021-00001,20210629,,,,,,403.47,121807,서울특별시 마포구 노고산동 57-26 신촌센트럴코업레지던스 ,"서울특별시 마포구 서강로 137, 신촌센트럴코업레지던스 지하1층 B101~B104호 (노고산동)",4058,(주)뉴화이트,룸살롱,194237.3457,450263.5077
3130000,3130000-102-2008-00002,20080715,,,,,,87.78,121815,서울특별시 마포구 도화동 544번지 ,"서울특별시 마포구 큰우물로 76 (도화동, 고려빌딩 B21호)",4167,코지스페이스,룸살롱,195153.206,448725.0771
3130000,3130000-102-2006-00001,20060502,,,,,,53.2,121758,서울특별시 마포구 공덕동 256-13 제일빌딩 1층 116호 ,"서울특별시 마포구 만리재로 15 (공덕동,제일빌딩 1층 116호)",4214,부르리노래로,기타,195748.0644,449145.5788
3130000,3130000-102-2007-00003,20071112,,,,,02   7501180,98.56,121812,"서울특별시 마포구 도화동 36번지 고려아카데미텔 지하1층 48,53,55,59,60호 ","서울특별시 마포구 마포대로 52, 지하1층 48,53,55,59,60호 (도화동, 고려아카데미텔 )",4168,골프,룸살롱,195310.825,448677.7979
3130000,3130000-102-2021-00002,20210629,,,,,,53.93,121807,서울특별시 마포구 노고산동 57-46 신촌아이스페이스오피스텔,"서울특별시 마포구 서강로 131, 신촌아이스페이스오피스텔 지하1층 102호 (노고산동)",4058,에이스,룸살롱,194181.5026,450237.847
3130000,3130000-102-2008-00003,20081023,,,,,,39.67,121815,서울특별시 마포구 도화동 544번지 ,"서울특별시 마포구 큰우물로 76 (도화동, 고려빌딩 지하1층 18-1호)",4167,1박2일노래타운,룸살롱,195153.206,448725.0771
3130000,3130000-102-2011-00002,20110517,,,,,,66.75,121807,서울특별시 마포구 노고산동 49-51번지 ,"서울특별시 마포구 신촌로12가길 37 (노고산동, 2층)",4057,이브,룸살롱,194156.7457,450351.6016
3130000,3130000-102-2016-00001,20160225,,,,,,161.3,121807,서울특별시 마포구 노고산동 57-20번지 ,"서울특별시 마포구 신촌로18길 9, 지하1층 (노고산동)",4058,신세계크럽,노래클럽,194203.7651,450307.6048
3130000,3130000-102-2016-00002,20160531,,,,,,39.6,121815,서울특별시 마포구 도화동 538 ,"서울특별시 마포구 큰우물로 75, 지하1층 (도화동, 17호일부)",4158,블루,노래클럽,195184.3359,448780.2688
3130000,3130000-102-2017-00001,20170608,,,,,,34.88,121807,서울특별시 마포구 노고산동 107-10번지 ,"서울특별시 마포구 백범로2길 6 (노고산동, 1층일부)",4100,솜사탕,노래클럽,194326.6006,450227.6215
3130000,3130000-102-2017-00002,20170622,,,,,,60.53,121815,서울특별시 마포구 도화동 544 ,"서울특별시 마포구 큰우물로 76, 지하1층 20호 (도화동)",4167,헤라,노래클럽,195153.206,448725.0771
3130000,3130000-102-1999-08000,19991202,,,,,,33.87,121815,서울특별시 마포구 도화동 544번지 ,"서울특별시 마포구 큰우물로 76 (도화동, 고려빌딩 지하1층 32호)",4167,아모르,룸살롱,195153.206,448725.0771
3130000,3130000-102-2002-00005,20021212,,,,,02 7195070,189.04,121812,서울특별시 마포구 도화동 36번지 ,"서울특별시 마포구 마포대로 52 (도화동, 고려아카데미텔 지하1,2호)",4168,담1,룸살롱,195310.825,448677.7979
3130000,3130000-102-2005-00001,20050225,,,,,,62.56,121812,서울특별시 마포구 도화동 51-1번지 성우빌딩 지하1층동 8호,"서울특별시 마포구 마포대로 49, 지하1층동 8호 (도화동,성우빌딩)",4158,하얏트,룸살롱,195237.6427,448733.4048
3130000,3130000-102-1999-07528,19990709,,,,,02 7193905,77.44,121812,"서울특별시 마포구 도화동 51-1번지 지하1층 1,2호 ","서울특별시 마포구 마포대로 49 (도화동,지하1층 1,2호)",4158,다락,룸살롱,195237.6427,448733.4048
3130000,3130000-102-1999-07617,19990809,,,,,02 3251465,35.7,121898,서울특별시 마포구 동교동 161-4번지 ,서울특별시 마포구 동교로 176 (동교동),3995,쇼킹노래바,룸살롱,193003.4622,450443.5881
3130000,3130000-102-1999-07710,19990901,,,,,231419196,252.54,121893,서울특별시 마포구 서교동 372-1번지 ,"서울특별시 마포구 양화로 100 (서교동, 지하1층)",4038,신세계,룸살롱,192748.8141,450048.378
3130000,3130000-102-2015-00002,20150824,,,,,02 9199994,228.84,121815,서울특별시 마포구 도화동 538 성지빌딩 지하21호,"서울특별시 마포구 큰우물로 75 (도화동, 성지빌딩 지하21호)",4158,썸노래빠,기타,195184.3359,448780.2688
3130000,3130000-102-2009-00002,20091028,,,,,,42.07,121732,"서울특별시 마포구 도화동 37 진도빌딩 지하1층 10호,11호","서울특별시 마포구 마포대로 44 (도화동,진도빌딩 지하1층 10호,11호)",4174,시그니쳐,룸살롱,195251.2304,448634.7563
3130000,3130000-102-2000-08386,20000616,,,,,02 3232669,96.92,121898,서울특별시 마포구 동교동 161-17 B1,"서울특별시 마포구 월드컵북로2길 5 (동교동,B1)",3995,보스,룸살롱,192978.665,450408.426
3130000,3130000-102-1999-08066,19991223,,,,,02 3230071,92.61,121838,서울특별시 마포구 서교동 354-1번지 ,"서울특별시 마포구 양화로 136 (서교동, 지하1층)",4038,파레스,룸살롱,193010.8614,450290.746
3130000,3130000-102-1978-05570,19940328,,,,,203322443,100.87,121807,서울특별시 마포구 노고산동 57-44 지하1층 ,"서울특별시 마포구 신촌로18길 21 (노고산동,지하1층)",4058,123,카바레,194178.8272,450252.834
3130000,3130000-102-2000-08315,20000516,,,,,02 7135026,122.94,121812,서울특별시 마포구 도화동 37 ,"서울특별시 마포구 마포대로 44, 지층 24호 (도화동)",4174,브이아이피(VIP),룸살롱,195251.2304,448634.7563
3130000,3130000-102-1999-07806,19990928,,,,,02 7145967,57.95,121812,서울특별시 마포구 도화동 51-1번지 ,"서울특별시 마포구 마포대로 49 (도화동, 성우빌딩 지하1층 6호)",4158,홈런,룸살롱,195237.6427,448733.4048
3130000,3130000-102-1999-07886,19991029,,,,,,45.1,121815,서울특별시 마포구 도화동 544번지 ,"서울특별시 마포구 큰우물로 76 (도화동, 고려빌딩 지하1층 30,31호)",4167,쎄븐틴,룸살롱,195153.206,448725.0771
3130000,3130000-102-2000-08093,20000110,,,,,02 7182747,47.29,121704,서울특별시 마포구 도화동 544번지 고려빌딩 지하27호 27호,"서울특별시 마포구 큰우물로 76 (도화동, 고려빌딩 지하 27호)",4167,놀러와,간이주점,195153.206,448725.0771
3130000,3130000-102-2000-08101,20000131,,,,,02 7111740,18.04,121807,서울특별시 마포구 노고산동 109-86번지 지하1층 ,"서울특별시 마포구 서강로 126-1 (노고산동,지하1층)",4100,왕궁가요주점,간이주점,194178.68,450145.1896
3130000,3130000-102-2000-08119,20000221,,,,,,103.29,121812,서울특별시 마포구 도화동 36번지 ,"서울특별시 마포구 마포대로 52 (도화동, 고려아카데미텔 지하 11~19호)",4168,담2,간이주점,195310.825,448677.7979
3130000,3130000-102-2000-08489,20000823,,,,,716 2533,93.37,121815,서울특별시 마포구 도화동 538-0 성지빌딩B1-20 ,"서울특별시 마포구 큰우물로 75 (도화동,성지빌딩B1-20)",4158,주빈방,카바레,195184.3359,448780.2688
3130000,3130000-102-2000-08565,20001012,,,,,02  332 4812,59.15,121838,서울특별시 마포구 서교동 354-19번지 ,"서울특별시 마포구 양화로 124 (서교동, 지하1층)",4038,주주,룸살롱,192937.4261,450226.2105
3130000,3130000-102-2001-08718,20010108,,,,,02 7131803,64.74,121803,서울특별시 마포구 공덕동 256-13 ,서울특별시 마포구 만리재로 15 (공덕동),4214,삼층노래팡,간이주점,195748.0644,449145.5788
3130000,3130000-102-1999-08044,19991216,,,,,338 0841,161.82,121807,서울특별시 마포구 노고산동 49-22,"서울특별시 마포구 신촌로14길 5 (노고산동, 지하1층)",4057,앰(M),간이주점,194101.5206,450379.3644
3130000,3130000-102-2001-08799,20010404,,,,,,44.31,121807,"서울특별시 마포구 노고산동 57-18 지층 B103-1, B103-2, B103-3, B102-2호 ","서울특별시 마포구 서강로 137-7 (노고산동, 지층 B103-1, B103-2, B103-3, B102-2호)",4058,서울클럽,룸살롱,194222.9748,450291.1669
3130000,3130000-102-2001-08942,20010619,,,,,02 7012767,42.12,121758,"서울특별시 마포구 공덕동 256-13 제일빌딩15,16 ","서울특별시 마포구 만리재로 15 (공덕동, 지1층(15,16호))",4214,체리체리,간이주점,195748.0644,449145.5788
3130000,3130000-102-2001-09113,20010922,,,,,02 3225525,78.09,121898,서울특별시 마포구 동교동 161-16번지 ,"서울특별시 마포구 월드컵북로2길 7 (동교동, 지하1층)",3995,신나는노래시대,간이주점,192988.5021,450417.7147
3130000,3130000-102-2001-09118,20010928,,,,,,68.89,121838,서울특별시 마포구 서교동 354-22번지 ,"서울특별시 마포구 양화로 134, 지하1층 (서교동)",4038,밤과음악사이양화점,카바레,192986.2827,450269.9729
3130000,3130000-102-2001-09115,20011203,,,,,,50,121803,서울특별시 마포구 공덕동 256-13 ,"서울특별시 마포구 만리재로 15 (공덕동, 2층 290호)",4214,차차차,룸살롱,195748.0644,449145.5788
3130000,3130000-102-2002-00003,20020424,,,,,02  719 9415,56.36,121758,"서울특별시 마포구 공덕동 256-13 제일빌딩 210,11 ","서울특별시 마포구 만리재로 15 (공덕동,제일빌딩 210,11)",4214,로미오노래팡,간이주점,195748.0644,449145.5788
3130000,3130000-102-1976-05573,19941031,,,,,02 3340114,98.1,121816,서울특별시 마포구 동교동 147-6 지하1층 ,"서울특별시 마포구 연희로 1 (동교동,지하1층)",3985,잘난남자 노래바,룸살롱,193398.5951,450739.1569
3130000,3130000-102-1999-07246,19990421,,,,,02 7190240,36.96,121815,서울특별시 마포구 도화동 541-0번지 거성빌딩지하15호 ,"서울특별시 마포구 마포대로 38 (도화동,거성빌딩지하15호)",4174,비라인,비어(바)살롱,195214.3093,448572.254
3150000,3150000-102-2001-09106,20011019,,,,,226970606,72.22,157916,서울특별시 강서구 화곡동 1105-2 (지하 1층),"서울특별시 강서구 화곡로 319, 지하 1층 (화곡동, 6동)",7686,힐링노래바,룸살롱,186681.392,450058.6379
3150000,3150000-102-2001-09114,20010605,,,,,220656140,99.27,157910,서울특별시 강서구 화곡동 935-19번지 (지하 1층) ,"서울특별시 강서구 월정로 102, 지하 1층 (화곡동, 1동)",7775,궁궐노래노래,노래클럽,185747.6701,447360.2708
3150000,3150000-102-2001-09113,20010608,,,,,226066484,85.21,157924,서울특별시 강서구 화곡동 1065-31번지 (지하 1층) ,"서울특별시 강서구 강서로 171, 지하 1층 (화곡동, 3동)",7714,승리노래바,룸살롱,185775.1,448849.97
3150000,3150000-102-2001-09107,20011117,,,,,226930905,76.42,157885,서울특별시 강서구 화곡동 380-14번지 (지하 1층) ,"서울특별시 강서구 화곡로20길 51, 지하 1층 (화곡동, 1동)",7717,드라마,룸살롱,185524.2237,448444.1551
3150000,3150000-102-2009-00001,20090205,,,,,226017679,177.83,157916,서울특별시 강서구 화곡동 1097-4번지 (지상 2층) ,"서울특별시 강서구 화곡로 327, 2층 (화곡동, 6동)",7649,허브룸클럽,룸살롱,186720.895,450123.2114
3150000,3150000-102-1989-00752,19890830,,,,,226646229,82.76,157812,서울특별시 강서구 공항동 53-58번지 (지하 1층) ,"서울특별시 강서구 송정로 60, 지하 1층 (공항동)",7623,블루노래바,룸살롱,183157.7469,450892.1015
3150000,3150000-102-1989-00738,19890922,,,,,02 6941008,248.16,157928,서울특별시 강서구 화곡동 1117-11번지 (지하 1층) ,"서울특별시 강서구 공항대로46길 96, 지하 1층 (화곡동, 6동)",7658,로그인노래타운,카바레,186721.0723,449990.6055
3150000,3150000-102-1989-00783,19890928,,,,,269767887,406.43,157928,서울특별시 강서구 화곡동 1116-6 외 1필지 (지하 1층) ,"서울특별시 강서구 화곡로 336, 지하 1층 (화곡동, 6동)",7653,샴푸 노래크럽,룸살롱,186796.7822,450156.9567
3150000,3150000-102-1989-00753,19890831,,,,,226646353,79.91,157851,서울특별시 강서구 방화동 580-153 (지하 1층),"서울특별시 강서구 방화동로 99-1, 지하 1층 (방화동, 2동)",7607,애플노래바,룸살롱,183383.1865,451907.4103
3150000,3150000-102-2018-00004,20180116,,,,,,140.5,157210,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 8층) 804호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 8층 804호 (마곡동)",7803,블랙노래빠,룸살롱,185553,450880
3150000,3150000-102-2018-00005,20180117,,,,,220630090,97,157210,서울특별시 강서구 마곡동 795-6 뉴골든타워 (지상 8층) 802-1호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 8층 802-1호 (마곡동)",7803,홀릭가라오케,룸살롱,185553,450880
3150000,3150000-102-2018-00006,20180119,,,,,,87.36,157210,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 5층) 503호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 5층 503호 (마곡동)",7803,라이브노래빵,룸살롱,185553,450880
3150000,3150000-102-2018-00007,20180119,,,,,,82.74,157210,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 5층) 503-1호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 5층 503-1호 (마곡동)",7803,노래클럽,룸살롱,185553,450880
3150000,3150000-102-2018-00008,20180209,,,,,,139.42,157210,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 7층) 701호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 7층 701호 (마곡동)",7803,두바이,노래클럽,185553,450880
3150000,3150000-102-1987-00725,19870825,,,,,226951998,143.18,157928,서울특별시 강서구 화곡동 1117-18번지 (지하 1층) ,"서울특별시 강서구 화곡로 326, 지하 1층 (화곡동, 6동)",7658,놀이터,룸살롱,186748.4399,450068.2771
3150000,3150000-102-2009-00002,20090805,,,,,7081810041,86.8,157909,서울특별시 강서구 화곡동 898-1 화곡심포니타워 (지상 2층) 203호,"서울특별시 강서구 강서로 27, 2층 203호 (화곡동, 1동 화곡심포니타워)",7778,사거리 노래바,룸살롱,186424.3917,447580.5448
3150000,3150000-102-2010-00001,20100112,,,,,226035585,70,157909,서울특별시 강서구 화곡동 905-9 (지하 1층),"서울특별시 강서구 강서로5나길 32, 지하 1층 (화곡동, 1동)",7777,황제노래바,룸살롱,186355.0842,447404.1898
3150000,3150000-102-2009-00003,20091229,,,,,226960055,90.64,157909,서울특별시 강서구 화곡동 902-1 (지하 1층),"서울특별시 강서구 곰달래로24길 24, 지하 1층 (화곡동, 1동)",7777,세븐노래바,룸살롱,186409.6667,447486.5787
3150000,3150000-102-2019-00001,20190319,,,,,,78.6,157210,서울특별시 강서구 마곡동 795-6 뉴골든타워 ,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 5층 501호 (마곡동)",7803,텐션,룸살롱,185553,450880
3150000,3150000-102-2019-00002,20190319,,,,,,78.55,157210,서울특별시 강서구 마곡동 795-6 뉴골든타워 ,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 5층 501-1호 (마곡동)",7803,황진이,룸살롱,185553,450880
3150000,3150000-102-2019-00004,20191023,,,,,,87.48,157910,서울특별시 강서구 화곡동 915-10 ,"서울특별시 강서구 강서로7길 67, 지하1층 (화곡동)",7776,루비,룸살롱,186140.5639,447451.0515
3150000,3150000-102-2022-00002,20220126,,,,,,85.46,157909,서울특별시 강서구 화곡동 901-15 시온빌딩 301호,"서울특별시 강서구 강서로7길 35, 시온빌딩 3층 301호 (화곡동)",7777,나인노래바,룸살롱,186301.6878,447468.616
3150000,3150000-102-2022-00003,20220204,,,,,,62.4,157909,서울특별시 강서구 화곡동 901-15 시온빌딩 201호,"서울특별시 강서구 강서로7길 35, 시온빌딩 2층 201호 (화곡동)",7777,스타노래바,룸살롱,186301.6878,447468.616
3150000,3150000-102-1979-00747,19790826,,,,,226016776,114.64,157884,서울특별시 강서구 화곡동 372-3 (지하 1층) ,"서울특별시 강서구 가로공원로76길 6, 지하 1층 (화곡동, 1동)",7761,로망스,룸살롱,185520.5008,448289.4396
3150000,3150000-102-2017-00011,20171211,,,,,,93.35,157210,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 6층) 602호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 6층 602호 (마곡동)",7803,살아있네,룸살롱,185553,450880
